intake_type,condition,age_in,breed,outcome,age_out,sex,intact_out,age,primary_color,secondary_color,breed_1,breed_2,pure,obey,reps_lower,reps_upper,height_low_inches,height_high_inches,weight_low_lbs,weight_high_lbs,time_in_shelter,at_risk,cond,breed_3
surrender,injured,0.0,border collie,died,0.0,1,1,baby,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,14,0,,border collie
stray,normal,0.0,boxer,adoption,1.0,0,0,young,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,35,1,,boxer
stray,normal,3.0,labrador retriever,adoption,3.0,1,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,26,1,,labrador retriever
stray,normal,12.0,harrier,adoption,12.0,0,0,senior,tricolor,tricolor,harrier,harrier,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,19.0,21.0,40.0,60.0,19,0,,other
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,34,1,,pit bull
stray,nursing,1.0,german shepherd/siberian husky,adoption,1.0,0,0,young,sable,sable,german shepherd,siberian husky,0.0,0.725,13.5,22.0,21.0,24.5,57.5,75.0,28,1,,german shepherd
stray,nursing,0.0,german shepherd/labrador retriever,adoption,0.0,0,0,baby,black,white,german shepherd,labrador retriever,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,22,1,,german shepherd
stray,normal,2.0,boxer,euthanasia,2.0,1,1,adult,brown,brown,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,22,1,,boxer
stray,normal,1.0,australian cattle dog/labrador retriever,adoption,1.0,1,0,young,red,merle,australian cattle dog,labrador retriever,0.0,0.95,1.0,4.0,19.0,22.0,45.0,62.5,13,0,,australian cattle dog
stray,normal,5.0,german shepherd,adoption,5.0,0,0,adult,brown,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,15,0,,german shepherd
stray,normal,2.0,pit bull,euthanasia,2.0,1,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,51,1,,pit bull
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,brown,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,40,1,,labrador retriever
stray,injured,1.0,keeshond,adoption,1.0,0,0,young,black,brown,keeshond,keeshond,1.0,0.85,5.0,15.0,17.0,19.0,35.0,50.0,38,1,,other
stray,normal,0.0,labrador retriever,adoption,1.0,1,0,young,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,48,1,,labrador retriever
stray,normal,1.0,bulldog/pit bull,adoption,1.0,0,0,young,white,tan,bulldog,pit bull,0.0,0.3999999999999999,48.5,62.5,14.5,17.5,45.0,55.0,8,0,,other
stray,normal,1.0,boxer,adoption,1.0,0,0,young,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,11,0,,boxer
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,13,0,,labrador retriever
stray,aged,9.0,labrador retriever,euthanasia,9.0,0,0,senior,black,gray,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,11,0,,labrador retriever
stray,normal,13.0,dachshund,adoption,13.0,0,0,senior,red,red,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,14,0,,dachshund
stray,normal,11.0,miniature pinscher,adoption,11.0,0,0,senior,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,25,1,,other
stray,normal,6.0,pointer,euthanasia,6.0,1,0,adult,white,black,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,10,0,,pointer
public_assist,injured,5.0,australian cattle dog,adoption,5.0,0,1,adult,red,tick,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,11,0,,australian cattle dog
surrender,normal,0.0,pit bull,adoption,0.0,0,0,baby,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,20,0,,pit bull
stray,normal,2.0,boxer/pit bull,euthanasia,2.0,0,0,adult,brown,white,boxer,pit bull,0.0,0.6,21.0,32.5,19.0,22.0,52.5,60.0,30,1,,boxer
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,115,1,,pit bull
public_assist,injured,2.0,bulldog,adoption,2.0,1,0,adult,white,black,bulldog,bulldog,1.0,0.1,81.0,100.0,12.0,16.0,50.0,60.0,37,1,,other
stray,normal,2.0,pug/beagle,adoption,2.0,0,0,adult,black,white,pug,beagle,0.0,0.2,61.0,90.0,11.5,13.5,16.0,26.0,21,1,,other
stray,injured,2.0,chihuahua,adoption,2.0,0,0,adult,white,black,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,12,0,,chihuahua
stray,normal,1.0,basenji,adoption,1.0,0,0,young,red,white,basenji,basenji,1.0,0.1,81.0,100.0,17.0,17.0,20.0,22.0,12,0,,other
stray,normal,3.0,beagle,adoption,3.0,1,0,adult,black,white,beagle,beagle,1.0,0.1,81.0,100.0,13.0,16.0,18.0,30.0,11,0,,beagle
stray,normal,4.0,labrador retriever/beagle,adoption,4.0,1,0,adult,brown,brown,labrador retriever,beagle,0.0,0.525,41.0,52.0,17.0,20.0,36.5,55.0,10,0,,labrador retriever
surrender,normal,2.0,german shepherd,adoption,2.0,1,0,adult,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,10,0,,german shepherd
stray,normal,8.0,miniature pinscher,adoption,8.0,0,0,adult,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,89,1,,other
stray,normal,2.0,cairn terrier/chihuahua,adoption,2.0,0,0,adult,tan,white,cairn terrier,chihuahua,0.0,0.5,28.5,52.5,7.5,9.5,8.0,9.5,19,0,,cairn terrier
stray,normal,9.0,australian cattle dog/labrador retriever,adoption,10.0,1,0,senior,brown,white,australian cattle dog,labrador retriever,0.0,0.95,1.0,4.0,19.0,22.0,45.0,62.5,22,1,,australian cattle dog
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
stray,normal,2.0,chow chow/labrador retriever,adoption,2.0,1,0,adult,brown,brown,chow chow,labrador retriever,0.0,0.525,41.0,52.0,20.0,23.0,50.0,67.5,23,1,,other
stray,normal,5.0,chihuahua,adoption,5.0,0,0,adult,red,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,40,1,,chihuahua
stray,injured,2.0,chihuahua,adoption,2.0,1,0,adult,white,black,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,41,1,,chihuahua
surrender,normal,1.0,pit bull,adoption,1.0,0,1,young,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,23,1,,pit bull
stray,normal,3.0,pit bull/bulldog,euthanasia,3.0,1,0,adult,red,white,pit bull,bulldog,0.0,0.3999999999999999,48.5,62.5,14.5,17.5,45.0,55.0,11,0,,pit bull
stray,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,yellow,yellow,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,22,1,,labrador retriever
stray,normal,1.0,boston terrier/chihuahua,adoption,1.0,1,0,young,white,brown,boston terrier,chihuahua,0.0,0.4,33.5,60.0,10.0,12.0,8.5,15.0,10,0,,other
stray,normal,1.0,cairn terrier,adoption,1.0,1,0,young,brown,black,cairn terrier,cairn terrier,1.0,0.7,16.0,25.0,9.0,10.0,14.0,14.0,8,0,,cairn terrier
stray,normal,1.0,pointer,adoption,1.0,1,0,young,chocolate,white,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,47,1,,pointer
public_assist,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,25,1,,labrador retriever
stray,injured,1.0,labrador retriever,adoption,1.0,1,0,young,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,26,1,,labrador retriever
surrender,normal,0.0,dachshund,adoption,0.0,1,0,baby,white,red,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,8,0,,dachshund
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,181,1,,pit bull
public_assist,normal,3.0,pit bull,adoption,3.0,0,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,160,1,,pit bull
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,white,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
surrender,normal,1.0,pit bull,euthanasia,1.0,0,0,young,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,70,1,,pit bull
surrender,normal,1.0,border collie,adoption,1.0,0,0,young,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,28,1,,border collie
stray,normal,1.0,pit bull,euthanasia,1.0,0,0,young,chocolate,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,34,1,,pit bull
stray,normal,5.0,anatolian sheepdog,adoption,6.0,1,0,adult,white,tan,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,36,1,,anatolian sheepdog
stray,normal,4.0,pit bull,euthanasia,4.0,1,1,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,18,0,,pit bull
stray,injured,2.0,pit bull,euthanasia,2.0,0,0,adult,fawn,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,13,0,,pit bull
stray,normal,1.0,border collie,adoption,2.0,1,0,adult,chocolate,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,45,1,,border collie
surrender,normal,3.0,great pyrenees,adoption,3.0,1,0,adult,white,white,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,23,1,,great pyrenees
stray,normal,2.0,chihuahua,adoption,2.0,1,0,adult,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,21,1,,chihuahua
stray,normal,2.0,basset hound/australian shepherd,adoption,2.0,1,0,adult,yellow,white,basset hound,australian shepherd,0.0,0.3,53.5,70.0,16.0,18.5,40.0,55.0,27,1,,other
stray,normal,2.0,german shepherd/golden retriever,adoption,2.0,0,0,adult,brown,black,german shepherd,golden retriever,0.0,0.95,1.0,4.0,21.5,25.0,65.0,82.5,8,0,,german shepherd
stray,injured,3.0,australian shepherd,adoption,4.0,1,0,adult,tricolor,tricolor,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,57,1,,australian shepherd
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,fawn,fawn,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,28,1,,pit bull
stray,normal,1.0,pharaoh hound,adoption,1.0,1,0,young,brown,brown,pharaoh hound,pharaoh hound,1.0,0.7,16.0,25.0,21.0,25.0,45.0,55.0,27,1,,other
stray,normal,7.0,chihuahua,adoption,7.0,1,0,adult,black,black,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,19,0,,chihuahua
stray,normal,1.0,boxer,adoption,1.0,0,0,young,black,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,21,1,,boxer
stray,normal,1.0,redbone coonhound,adoption,1.0,0,0,young,red,white,redbone coonhound,redbone coonhound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,21.0,27.0,50.0,70.0,9,0,,other
stray,normal,3.0,miniature poodle,adoption,3.0,0,0,adult,white,white,miniature poodle,miniature poodle,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,10.0,15.0,20.0,20.0,29,1,,miniature poodle
stray,injured,1.0,dachshund/labrador retriever,adoption,1.0,0,0,young,tan,tan,dachshund,labrador retriever,0.0,0.725,13.5,22.0,14.0,17.0,35.5,56.0,63,1,,dachshund
stray,normal,2.0,fox terrier,adoption,2.0,0,0,adult,white,brown,fox terrier,fox terrier,1.0,0.5,26.0,40.0,13.0,16.0,15.0,20.0,12,0,,fox terrier
stray,normal,1.0,labrador retriever,adoption,1.0,0,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,29,1,,labrador retriever
stray,normal,2.0,dachshund/german pinscher,adoption,2.0,0,0,adult,red,black,dachshund,german pinscher,0.0,0.5349290780141842,25.659574468085104,40.51418439716312,11.5,14.5,20.5,33.5,82,1,,dachshund
stray,normal,6.0,golden retriever,adoption,6.0,0,0,adult,brown,tan,golden retriever,golden retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,75.0,15,0,,other
stray,normal,2.0,miniature poodle,adoption,2.0,1,0,adult,white,white,miniature poodle,miniature poodle,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,10.0,15.0,20.0,20.0,21,1,,miniature poodle
surrender,normal,1.0,dachshund,adoption,1.0,1,0,young,black,white,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,10,0,,dachshund
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,146,1,,pit bull
stray,normal,2.0,pit bull,euthanasia,2.0,1,0,adult,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,26,1,,pit bull
public_assist,normal,3.0,pit bull,adoption,3.0,1,0,adult,tan,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,58,1,,pit bull
stray,normal,0.0,yorkshire terrier/chihuahua,adoption,0.0,1,0,baby,cream,cream,yorkshire terrier,chihuahua,0.0,0.5,28.5,52.5,7.0,8.5,2.5,6.0,26,1,,yorkshire terrier
stray,normal,0.0,yorkshire terrier/chihuahua,adoption,0.0,0,0,baby,tan,black,yorkshire terrier,chihuahua,0.0,0.5,28.5,52.5,7.0,8.5,2.5,6.0,38,1,,yorkshire terrier
stray,normal,1.0,german shepherd,adoption,1.0,0,0,young,black,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,8,0,,german shepherd
stray,normal,7.0,jack russell terrier/beagle,adoption,7.0,0,0,adult,white,brown,jack russell terrier,beagle,0.0,0.3,53.5,70.0,15.470588235294118,18.454248366013072,30.46732026143791,43.76143790849673,39,1,,jack russell terrier
public_assist,normal,2.0,boston terrier,adoption,2.0,0,0,adult,black,brindle,boston terrier,boston terrier,1.0,0.5,26.0,40.0,14.0,15.0,15.0,25.0,38,1,,other
stray,normal,7.0,labrador retriever/chow chow,adoption,7.0,0,0,adult,red,black,labrador retriever,chow chow,0.0,0.525,41.0,52.0,20.0,23.0,50.0,67.5,37,1,,labrador retriever
stray,normal,7.0,labrador retriever/beagle,adoption,7.0,0,0,adult,black,white,labrador retriever,beagle,0.0,0.525,41.0,52.0,17.0,20.0,36.5,55.0,94,1,,labrador retriever
stray,normal,1.0,australian cattle dog,adoption,1.0,1,0,young,black,white,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,8,0,,australian cattle dog
stray,normal,3.0,chihuahua,adoption,3.0,0,0,adult,white,chocolate,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,9,0,,chihuahua
stray,nursing,2.0,australian shepherd,adoption,2.0,0,0,adult,red,tricolor,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,38,1,,australian shepherd
stray,nursing,0.0,australian shepherd,adoption,0.0,1,0,baby,white,white,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,21,1,,australian shepherd
stray,nursing,0.0,australian shepherd,adoption,0.0,1,0,baby,white,tan,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,22,1,,australian shepherd
stray,nursing,0.0,australian shepherd,adoption,0.0,1,0,baby,chocolate,white,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,22,1,,australian shepherd
stray,nursing,0.0,australian shepherd,adoption,0.0,0,0,baby,white,black,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,25,1,,australian shepherd
stray,injured,2.0,flat-coated retriever,died,2.0,0,0,adult,black,white,flat-coated retriever,flat-coated retriever,1.0,0.85,5.0,15.0,22.0,23.0,60.0,70.0,15,0,,other
stray,normal,1.0,pit bull,adoption,1.0,1,0,young,black,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
surrender,normal,2.0,pit bull,euthanasia,3.0,0,0,adult,black,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,64,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,yellow,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,51,1,,pit bull
surrender,normal,2.0,belgian malinois,adoption,2.0,0,0,adult,brown,black,belgian malinois,belgian malinois,1.0,0.85,5.0,15.0,22.0,26.0,60.0,65.0,15,0,,other
stray,normal,1.0,jack russell terrier/australian cattle dog,adoption,1.0,0,0,young,tricolor,tricolor,jack russell terrier,australian cattle dog,0.0,0.725,13.5,22.0,17.470588235294116,20.454248366013072,38.96732026143791,51.26143790849673,16,0,,jack russell terrier
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,chocolate,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,144,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,140,1,,pit bull
stray,normal,2.0,border collie,adoption,2.0,0,0,adult,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,41,1,,border collie
stray,normal,2.0,dachshund/chihuahua,adoption,2.0,0,0,adult,red,red,dachshund,chihuahua,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,15,0,,dachshund
stray,normal,2.0,pit bull,euthanasia,2.0,1,0,adult,tan,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,40,1,,pit bull
public_assist,normal,0.0,border collie/labrador retriever,adoption,0.0,0,0,baby,brown,white,border collie,labrador retriever,0.0,0.95,1.0,4.0,20.0,22.5,47.5,60.0,9,0,,border collie
stray,normal,2.0,chihuahua,adoption,2.0,0,0,adult,white,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,17,0,,chihuahua
surrender,normal,1.0,labrador retriever,adoption,1.0,0,0,young,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,34,1,,labrador retriever
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,brown,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,41,1,,labrador retriever
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,black,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,13,0,,pit bull
stray,normal,1.0,chihuahua,adoption,1.0,1,0,young,blue,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,33,1,,chihuahua
stray,normal,1.0,australian shepherd,adoption,1.0,0,0,young,black,black,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,17,0,,australian shepherd
stray,normal,1.0,chihuahua,adoption,1.0,1,0,young,yellow,yellow,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,9,0,,chihuahua
stray,normal,1.0,chihuahua,adoption,1.0,0,0,young,brown,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,49,1,,chihuahua
surrender,normal,1.0,german shepherd,adoption,1.0,0,0,young,sable,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,36,1,,german shepherd
public_assist,injured,3.0,dachshund,adoption,3.0,0,0,adult,brown,brown,dachshund,dachshund,1.0,0.5,26.0,40.0,7.0,10.0,16.0,32.0,13,0,,dachshund
stray,normal,2.0,australian shepherd,adoption,2.0,0,0,adult,tricolor,tricolor,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,13,0,,australian shepherd
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,46,1,,pit bull
stray,normal,1.0,american pit bull terrier,euthanasia,1.0,1,0,young,brown,white,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,74,1,,other
stray,normal,1.0,jack russell terrier,adoption,1.0,0,0,young,white,brown,jack russell terrier,jack russell terrier,1.0,0.5,26.0,40.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,13,0,,jack russell terrier
surrender,injured,1.0,chihuahua/dachshund,adoption,1.0,1,0,young,brown,white,chihuahua,dachshund,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,39,1,,chihuahua
stray,normal,1.0,border collie,adoption,1.0,0,0,young,black,white,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,29,1,,border collie
stray,normal,1.0,pit bull,adoption,1.0,0,0,young,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,59,1,,pit bull
surrender,normal,1.0,australian shepherd,adoption,1.0,1,0,young,tan,white,australian shepherd,australian shepherd,1.0,0.5,26.0,40.0,18.0,23.0,40.0,60.0,12,0,,australian shepherd
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,33,1,,pit bull
stray,normal,7.0,mastiff,adoption,7.0,1,0,adult,brown,brindle,mastiff,mastiff,1.0,0.1,81.0,100.0,27.0,30.0,175.0,190.0,10,0,,other
stray,normal,2.0,chihuahua,adoption,2.0,0,0,adult,tan,black,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,12,0,,chihuahua
stray,normal,3.0,german shepherd/labrador retriever,adoption,3.0,1,0,adult,brown,black,german shepherd,labrador retriever,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,49,1,,german shepherd
stray,normal,2.0,silky terrier/maltese,adoption,3.0,0,0,adult,tan,tan,silky terrier,maltese,0.0,0.4349290780141842,33.159574468085104,60.51418439716312,8.5,10.0,6.0,8.5,12,0,,other
stray,normal,4.0,german shepherd,adoption,4.0,0,0,adult,sable,sable,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,15,0,,german shepherd
stray,injured,1.0,dachshund/chihuahua,adoption,1.0,1,0,young,brown,brown,dachshund,chihuahua,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,30,1,,dachshund
stray,normal,3.0,chihuahua,adoption,3.0,1,0,adult,sable,sable,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,8,0,,chihuahua
stray,normal,2.0,pit bull/pug,adoption,2.0,0,0,adult,white,black,pit bull,pug,0.0,0.5,28.5,52.5,13.5,15.0,27.0,36.0,30,1,,pit bull
surrender,normal,1.0,pit bull,adoption,1.0,1,0,young,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,9,0,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,black,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,75,1,,pit bull
stray,normal,3.0,pit bull,adoption,3.0,1,0,adult,black,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,12,0,,pit bull
stray,normal,1.0,australian cattle dog/belgian malinois,adoption,1.0,1,0,young,blue,merle,australian cattle dog,belgian malinois,0.0,0.8999999999999999,3.0,9.5,19.5,23.0,47.5,55.0,32,1,,australian cattle dog
stray,normal,1.0,redbone coonhound/boxer,adoption,1.0,0,0,young,red,white,redbone coonhound,boxer,0.0,0.5349290780141842,25.659574468085104,40.51418439716312,21.0,26.0,57.5,70.0,13,0,,other
stray,normal,5.0,chihuahua,adoption,5.0,1,0,adult,cream,cream,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,41,1,,chihuahua
stray,normal,0.0,german shepherd/mastiff,adoption,0.0,1,0,baby,tan,tan,german shepherd,mastiff,0.0,0.525,41.0,52.0,24.5,28.0,125.0,140.0,23,1,,german shepherd
stray,normal,0.0,german shepherd/mastiff,adoption,0.0,1,0,baby,tan,tan,german shepherd,mastiff,0.0,0.525,41.0,52.0,24.5,28.0,125.0,140.0,25,1,,german shepherd
surrender,normal,9.0,australian cattle dog,adoption,9.0,0,0,senior,blue,tick,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,32,1,,australian cattle dog
